code,team,year,stage,match_no_wc,opponent,opponent_code,gf,ga,result,host,note
BIH,Bosnia and Herzegovina,2014,group,1,Argentina,ARG,1,2,L,,
BIH,Bosnia and Herzegovina,2014,group,2,Nigeria,NGA,0,1,L,,
BIH,Bosnia and Herzegovina,2014,group,3,Iran,IRN,3,1,W,,
