code,team,year,stage,match_no_wc,opponent,opponent_code,gf,ga,result,host,note
SCG,Serbia and Montenegro,2006,group,1,Netherlands,NED,0,1,L,,
SCG,Serbia and Montenegro,2006,group,2,Argentina,ARG,0,6,L,,
SCG,Serbia and Montenegro,2006,group,3,Ivory Coast,CIV,2,3,L,,
