code,team,year,stage,match_no_wc,opponent,opponent_code,gf,ga,result,host,note
KWT,Kuwait,1982,group,1,Czechoslovakia,CSK,1,1,D,,
KWT,Kuwait,1982,group,2,France,FRA,1,4,L,,
KWT,Kuwait,1982,group,3,England,ENG,0,1,L,,
