code,team,year,stage,match_no_wc,opponent,opponent_code,gf,ga,result,host,note
CAN,Canada,1986,group,1,France,FRA,0,1,L,,
CAN,Canada,1986,group,2,Hungary,HUN,0,2,L,,
CAN,Canada,1986,group,3,Soviet Union,SUN,0,2,L,,
CAN,Canada,2022,group,4,Belgium,BEL,0,1,L,,
CAN,Canada,2022,group,5,Croatia,CRO,1,4,L,,
CAN,Canada,2022,group,6,Morocco,MAR,1,2,L,,
