code,team,year,stage,match_no_wc,opponent,opponent_code,gf,ga,result,host,note
CUB,Cuba,1938,r16,1,Romania,ROU,3,3,D,,
CUB,Cuba,1938,qf,2,Sweden,SWE,0,8,L,,
