code,player,wc_goals,wc_assists,wc_apps,years,note
IRL,Robbie Keane,3,,,2002,
IRL,Kevin Sheedy,1,,,1990,
IRL,Niall Quinn,1,,,1990,
IRL,Ray Houghton,1,,,1994,
IRL,John Aldridge,1,,,1994,
IRL,Matt Holland,1,,,2002,
IRL,Gary Breen,1,,,2002,
IRL,Damien Duff,1,,,2002,
