code,player,wc_goals,wc_assists,wc_apps,years,note
EGY,Abdulrahman Fawzi,2,,,1934,
EGY,Mohamed Salah,2,,,2018,
EGY,Magdi Abdelghani,1,,,1990,
EGY,Ahmed Fathy,1,,,2018,
