code,player,wc_goals,wc_assists,wc_apps,years,note
RSA,Benni McCarthy,2,,,1998;2002,
RSA,Shaun Bartlett,2,,,1998,
RSA,Pierre Issa,1,,,1998,
RSA,Teboho Mokoena,1,,,2002,
RSA,Quinton Fortune,1,,,2002,
RSA,Siyabonga Nomvethe,1,,,2002,
RSA,Lucas Radebe,1,,,2002,
RSA,Siphiwe Tshabalala,1,,,2010,
RSA,Bongani Khumalo,1,,,2010,
RSA,Katlego Mphela,1,,,2010,
