code,team,year,stage,match_no_wc,opponent,opponent_code,gf,ga,result,host,note
ISL,Iceland,2018,group,1,Argentina,ARG,1,1,D,,
ISL,Iceland,2018,group,2,Nigeria,NGA,0,2,L,,
ISL,Iceland,2018,group,3,Croatia,CRO,1,2,L,,
