code,player,wc_goals,wc_assists,wc_apps,years,note
IRN,Mehdi Taremi,2,,,2022,
IRN,Andranik Eskandarian,1,,,1978,
IRN,Iraj Danaeifard,1,,,1978,
IRN,Hassan Roshan,1,,,1978,
IRN,Hamid Estili,1,,,1998,
IRN,Mehdi Mahdavikia,1,,,1998,
IRN,Yahya Golmohammadi,1,,,2006,
IRN,Sohrab Bakhtiarizadeh,1,,,2006,
IRN,Reza Ghoochannejhad,1,,,2014,
IRN,Karim Ansarifard,1,,,2018,
IRN,Rouzbeh Cheshmi,1,,,2022,
IRN,Ramin Rezaeian,1,,,2022,
