code,player,wc_goals,wc_assists,wc_apps,years,note
GHA,Asamoah Gyan,6,,,2006;2010;2014,
GHA,André Ayew,3,,,2014;2022,
GHA,Sulley Muntari,2,,,2006;2010,
GHA,Mohammed Kudus,2,,,2022,
GHA,Haminu Draman,1,,,2006,
GHA,Stephen Appiah,1,,,2006,
GHA,Kevin-Prince Boateng,1,,,2010,
GHA,John Boye,1,,,2014,
GHA,Osman Bukari,1,,,2022,
GHA,Mohammed Salisu,1,,,2022,
