code,player,wc_goals,wc_assists,wc_apps,years,note
CIV,Didier Drogba,2,,,2006;2010,
CIV,Aruna Dindane,2,,,2006,
CIV,Wilfried Bony,2,,,2014,
CIV,Gervinho,2,,,2014,
CIV,Bakari Koné,1,,,2006,
CIV,Bonaventure Kalou,1,,,2006,
CIV,Yaya Touré,1,,,2010,
CIV,Romaric,1,,,2010,
CIV,Salomon Kalou,1,,,2010,
