code,team,year,stage,match_no_wc,opponent,opponent_code,gf,ga,result,host,note
PAN,Panama,2018,group,1,Belgium,BEL,0,3,L,,
PAN,Panama,2018,group,2,England,ENG,1,6,L,,
PAN,Panama,2018,group,3,Tunisia,TUN,1,2,L,,
