code,team,year,stage,match_no_wc,opponent,opponent_code,gf,ga,result,host,note
EGY,Egypt,1934,r16,1,Hungary,HUN,2,4,L,,
EGY,Egypt,1990,group,2,Netherlands,NED,1,1,D,,
EGY,Egypt,1990,group,3,Republic of Ireland,IRL,0,0,D,,
EGY,Egypt,1990,group,4,England,ENG,0,1,L,,
EGY,Egypt,2018,group,5,Uruguay,URU,0,1,L,,
EGY,Egypt,2018,group,6,Russia,RUS,1,3,L,,
EGY,Egypt,2018,group,7,Saudi Arabia,KSA,1,2,L,,
