code,player,wc_goals,wc_assists,wc_apps,years,note
SEN,Papa Bouba Diop,3,,,2002,
SEN,Henri Camara,2,,,2002,
SEN,Salif Diao,1,,,2002,
SEN,Khalilou Fadiga,1,,,2002,
SEN,M'Baye Niang,1,,,2018,
SEN,Sadio Mané,1,,,2018,
SEN,Moussa Wagué,1,,,2018,
SEN,Boulaye Dia,1,,,2022,
SEN,Famara Diédhiou,1,,,2022,
SEN,Bamba Dieng,1,,,2022,
SEN,Ismaïla Sarr,1,,,2022,
SEN,Kalidou Koulibaly,1,,,2022,
