code,player,wc_goals,wc_assists,wc_apps,years,note
TUR,Suat Mamat,3,,,1954,
TUR,Burhan Sargun,3,,,1954,
TUR,İlhan Mansız,3,,,2002,
TUR,Lefter Küçükandonyadis,2,,,1954,
TUR,Hasan Şaş,2,,,2002,
TUR,Ümit Davala,2,,,2002,
TUR,Erol Keskin,1,,,1954,
TUR,Mustafa Ertan,1,,,1954,
TUR,Emre Belözoğlu,1,,,2002,
TUR,Bülent Korkmaz,1,,,2002,
TUR,Hakan Şükür,1,,,2002,
