code,player,wc_goals,wc_assists,wc_apps,years,note
WAL,Ivor Allchurch,2,,,1958,
WAL,John Charles,1,,,1958,
WAL,Terry Medwin,1,,,1958,
WAL,Gareth Bale,1,,,2022,
