code,player,wc_goals,wc_assists,wc_apps,years,note
NIR,Peter McParland,5,,,1958,
NIR,Gerry Armstrong,3,,,1982,
NIR,Billy Hamilton,2,,,1982,
NIR,Wilbur Cush,1,,,1958,
NIR,Norman Whiteside,1,,,1986,
NIR,Colin Clarke,1,,,1986,
