code,player,wc_goals,wc_assists,wc_apps,years,note
HND,Héctor Zelaya,1,,,1982,
HND,Antonio Laing,1,,,1982,
HND,Noel Valladares,1,,,2014,
HND,Carlo Costly,1,,,2014,
