code,player,wc_goals,wc_assists,wc_apps,years,note
TUN,Wahbi Khazri,3,,,2018;2022,
TUN,Ali Kaabi,1,,,1978,
TUN,Néjib Ghommidh,1,,,1978,
TUN,Mokhtar Dhouib,1,,,1978,
TUN,Skander Souayah,1,,,1998,
TUN,Raouf Bouzaiene,1,,,2002,
TUN,Ziad Jaziri,1,,,2006,
TUN,Radhi Jaïdi,1,,,2006,
TUN,Jawhar Mnari,1,,,2006,
TUN,Ferjani Sassi,1,,,2018,
TUN,Dylan Bronn,1,,,2018,
TUN,Yassine Meriah,1,,,2018,
TUN,Fakhreddine Ben Youssef,1,,,2018,
