code,player,wc_goals,wc_assists,wc_apps,years,note
NZL,Steve Sumner,1,,,1982,
NZL,Steve Wooddin,1,,,1982,
NZL,Winston Reid,1,,,2010,
NZL,Shane Smeltz,1,,,2010,
