code,team,year,stage,match_no_wc,opponent,opponent_code,gf,ga,result,host,note
COD,Zaire,1974,group,1,Scotland,SCO,0,2,L,,
COD,Zaire,1974,group,2,Yugoslavia,YUG,0,9,L,,
COD,Zaire,1974,group,3,Brazil,BRA,0,3,L,,
