code,player,wc_goals,wc_assists,wc_apps,years,note
GRC,Dimitris Salpingidis,1,,,2010,
GRC,Vasilis Torosidis,1,,,2010,
GRC,Andreas Samaris,1,,,2014,
GRC,Georgios Samaras,1,,,2014,
GRC,Sokratis Papastathopoulos,1,,,2014,
